timestamp,pm25,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,hour,day_of_week,month,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_rolling_mean_6,pm25_rolling_mean_12,pm25_rolling_mean_24
2026-02-26 03:00:00,36.91,25.4,81,1012.1,6.3,70,0.0,3,3,2,39.8,39.1,36.11,36.85,34.74,54.89,40.681666666666665,41.42666666666667,41.53583333333333
2026-02-26 04:00:00,36.6,27.5,73,1012.3,2.8,79,0.0,4,3,2,36.91,46.03,40.39,34.26,39.02,52.98,40.815,41.431666666666665,41.62625
2026-02-26 05:00:00,62.5,29.1,67,1011.9,1.6,297,0.0,5,3,2,36.6,39.8,42.66,48.98,40.44,59.04,40.18333333333333,41.626666666666665,41.525416666666665
2026-02-26 06:00:00,59.81,30.0,65,1010.9,7.1,264,0.0,6,3,2,62.5,36.91,39.1,41.56,44.77,57.46,43.49,42.75333333333333,42.444583333333334
2026-02-26 07:00:00,16.15,30.4,64,1009.7,9.4,262,0.0,7,3,2,59.81,36.6,46.03,48.85,46.31,54.64,46.94166666666666,44.27416666666667,43.07125
2026-02-26 08:00:00,0.0,29.9,68,1008.6,12.1,260,0.0,8,3,2,16.15,62.5,39.8,42.53,50.84,77.18,41.961666666666666,41.54916666666667,41.81458333333333
2026-02-26 09:00:00,15.3,29.8,70,1007.7,11.5,262,0.0,9,3,2,0.0,59.81,36.91,36.11,38.88,60.48,35.32833333333333,38.004999999999995,39.69625
2026-02-26 10:00:00,16.43,29.3,73,1007.4,13.2,282,0.0,10,3,2,15.3,16.15,36.6,40.39,41.4,48.27,31.72666666666667,36.270833333333336,38.71375
2026-02-26 11:00:00,16.73,28.9,74,1007.5,8.4,289,0.0,11,3,2,16.43,0.0,62.5,42.66,51.72,41.12,28.365,34.274166666666666,37.67333333333333
2026-02-26 12:00:00,13.9,29.4,68,1007.3,13.8,306,0.0,12,3,2,16.73,15.3,59.81,39.1,37.37,50.43,20.736666666666668,32.11333333333334,36.21541666666666
2026-02-26 13:00:00,13.67,28.8,73,1007.9,9.4,305,0.0,13,3,2,13.9,16.43,16.15,46.03,40.98,40.6,13.085,30.013333333333332,35.2375
