timestamp,pm25,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,hour,day_of_week,month,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_rolling_mean_6,pm25_rolling_mean_12,pm25_rolling_mean_24
2026-02-26 01:00:00,32.65,23.0,87,964.1,1.9,248,0.0,1,3,2,32.18,32.59,23.74,33.45,35.46,99.18,29.615,29.8325,29.043750000000003
2026-02-26 02:00:00,34.84,23.6,84,964.8,1.5,187,0.0,2,3,2,32.65,33.95,26.36,38.92,35.74,109.81,31.100000000000005,29.765833333333333,28.926666666666666
2026-02-26 03:00:00,37.3,25.0,76,965.3,1.3,188,0.0,3,3,2,34.84,32.18,28.87,29.76,31.74,90.32,32.513333333333335,29.425833333333333,28.889166666666668
2026-02-26 04:00:00,34.94,27.1,66,965.6,2.8,169,0.0,4,3,2,37.3,32.65,32.59,27.88,33.09,67.75,33.91833333333333,30.05416666666667,29.120833333333334
2026-02-26 05:00:00,32.4,28.9,57,965.2,3.5,165,0.0,5,3,2,34.94,34.84,33.95,26.55,31.45,48.35,34.309999999999995,30.6425,29.197916666666668
2026-02-26 06:00:00,29.76,29.9,53,964.5,2.8,140,0.0,6,3,2,32.4,37.3,32.18,23.74,25.9,31.44,34.05166666666667,31.13,29.2375
2026-02-26 07:00:00,26.8,31.0,48,963.1,2.6,65,0.1,7,3,2,29.76,34.94,32.65,23.74,22.43,18.46,33.64833333333333,31.631666666666664,29.398333333333337
2026-02-26 08:00:00,22.64,31.6,42,962.0,5.3,52,0.1,8,3,2,26.8,32.4,34.84,26.36,21.34,14.91,32.67333333333333,31.886666666666667,29.580416666666665
2026-02-26 09:00:00,25.41,32.1,39,960.8,2.5,135,0.1,9,3,2,22.64,29.76,37.3,28.87,22.18,19.03,30.639999999999997,31.576666666666664,29.634583333333335
2026-02-26 10:00:00,34.27,28.0,57,960.6,14.0,227,0.1,10,3,2,25.41,26.8,34.94,32.59,28.99,21.67,28.658333333333335,31.28833333333333,29.769166666666667
2026-02-26 11:00:00,39.83,27.9,51,960.5,11.4,231,0.1,11,3,2,34.27,22.64,32.4,33.95,26.07,23.89,28.54666666666667,31.42833333333333,29.989166666666666
2026-02-26 12:00:00,46.71,30.4,40,960.4,7.5,222,0.3,12,3,2,39.83,25.41,29.76,32.18,24.67,32.03,29.785,31.918333333333337,30.5625
2026-02-26 13:00:00,47.14,28.0,52,960.9,9.3,236,0.0,13,3,2,46.71,34.27,26.8,32.65,33.45,36.72,32.61000000000001,33.12916666666667,31.480833333333333
2026-02-26 14:00:00,41.43,26.1,68,961.3,9.8,232,0.0,14,3,2,47.14,39.83,22.64,34.84,38.92,50.95,36.0,34.336666666666666,32.05125
2026-02-26 15:00:00,39.34,25.4,75,961.9,4.8,233,0.0,15,3,2,41.43,46.71,25.41,37.3,29.76,56.56,39.13166666666667,34.88583333333333,32.155833333333334
2026-02-26 16:00:00,37.88,24.7,77,963.3,8.7,77,0.0,16,3,2,39.34,47.14,34.27,34.94,27.88,44.89,41.45333333333333,35.05583333333333,32.555
2026-02-26 17:00:00,35.45,24.3,82,963.4,1.9,146,0.1,17,3,2,37.88,41.43,39.83,32.4,26.55,37.39,42.055,35.30083333333334,32.971666666666664
2026-02-26 18:00:00,31.56,23.6,82,963.2,2.6,146,0.1,18,3,2,35.45,39.34,46.71,29.76,23.74,33.81,41.325,35.555,33.3425
2026-02-26 19:00:00,29.6,23.4,79,962.7,6.8,228,0.0,19,3,2,31.56,37.88,47.14,26.8,23.74,34.99,38.800000000000004,35.705000000000005,33.66833333333334
2026-02-26 20:00:00,34.04,22.6,83,961.9,7.3,260,0.0,20,3,2,29.6,35.45,41.43,22.64,26.36,37.26,35.87666666666667,35.93833333333334,33.9125
2026-02-26 21:00:00,37.75,22.7,84,960.9,7.7,307,0.0,21,3,2,34.04,31.56,39.34,25.41,28.87,34.28,34.645,36.88833333333333,34.2325
2026-02-26 22:00:00,39.56,22.8,83,960.4,5.3,327,0.0,22,3,2,37.75,29.6,37.88,34.27,32.59,33.16,34.38,37.916666666666664,34.6025
2026-02-26 23:00:00,41.48,22.7,83,960.4,5.1,337,0.0,23,3,2,39.56,34.04,35.45,39.83,33.95,31.76,34.660000000000004,38.3575,34.892916666666665
2026-02-27 00:00:00,36.93,22.6,86,960.7,2.6,295,0.0,0,4,2,41.48,37.75,31.56,46.71,32.18,34.64,35.665,38.495,35.20666666666667
2026-02-27 01:00:00,34.67,22.9,83,961.5,3.6,229,0.0,1,4,2,36.93,39.56,29.6,47.14,32.65,35.46,36.559999999999995,37.68,35.40458333333333
2026-02-27 02:00:00,40.3,23.5,83,962.7,6.0,205,0.0,2,4,2,34.67,41.48,34.04,41.43,34.84,35.74,37.405,36.64083333333334,35.48875
2026-02-27 03:00:00,45.12,25.1,74,963.4,3.8,199,0.0,3,4,2,40.3,36.93,37.75,39.34,37.3,31.74,38.44833333333333,36.54666666666667,35.716249999999995
2026-02-27 04:00:00,47.2,27.7,58,964.0,4.7,182,0.0,4,4,2,45.12,34.67,39.56,37.88,34.94,33.09,39.67666666666667,37.02833333333333,36.04208333333333
2026-02-27 05:00:00,33.38,29.5,45,964.0,5.6,176,0.0,5,4,2,47.2,40.3,41.48,35.45,32.4,31.45,40.949999999999996,37.805,36.55291666666667
2026-02-27 06:00:00,33.62,29.8,43,963.4,3.7,151,0.0,6,4,2,33.38,45.12,36.93,31.56,29.76,25.9,39.6,37.6325,36.59375
2026-02-27 07:00:00,32.21,30.8,39,962.4,3.4,87,0.1,7,4,2,33.62,47.2,34.67,29.6,26.8,22.43,39.04833333333333,37.80416666666667,36.754583333333336
2026-02-27 08:00:00,30.83,31.4,37,961.1,4.5,85,0.4,8,4,2,32.21,33.38,40.3,34.04,22.64,21.34,38.638333333333335,38.02166666666667,36.98
2026-02-27 09:00:00,29.71,32.2,36,959.8,4.8,158,0.5,9,4,2,30.83,33.62,45.12,37.75,25.41,22.18,37.06,37.75416666666667,37.32125
2026-02-27 10:00:00,34.1,32.1,37,959.2,6.8,178,0.0,10,4,2,29.71,32.21,47.2,39.56,34.27,28.99,34.49166666666667,37.08416666666667,37.500416666666666
2026-02-27 11:00:00,36.27,31.0,39,959.2,10.1,213,0.0,11,4,2,34.1,30.83,33.38,41.48,39.83,26.07,32.30833333333334,36.62916666666667,37.49333333333333
2026-02-27 12:00:00,38.81,29.6,45,959.4,8.4,230,0.0,12,4,2,36.27,29.71,33.62,36.93,46.71,24.67,32.79,36.195,37.345000000000006
2026-02-27 13:00:00,42.96,28.0,52,959.6,7.8,248,0.0,13,4,2,38.81,34.1,32.21,34.67,47.14,33.45,33.655,36.35166666666667,37.01583333333333
2026-02-27 14:00:00,46.39,27.1,58,960.4,9.6,233,0.0,14,4,2,42.96,36.27,30.83,40.3,41.43,38.92,35.446666666666665,37.0425,36.84166666666667
2026-02-27 15:00:00,55.88,26.7,60,960.9,11.2,233,0.0,15,4,2,46.39,38.81,29.71,45.12,39.34,29.76,38.04,37.550000000000004,37.04833333333333
2026-02-27 16:00:00,50.38,25.7,65,961.4,8.9,220,0.0,16,4,2,55.88,42.96,34.1,47.2,37.88,27.88,42.40166666666667,38.446666666666665,37.737500000000004
2026-02-27 17:00:00,45.59,24.8,69,961.0,8.6,219,0.0,17,4,2,50.38,46.39,36.27,33.38,35.45,26.55,45.115,38.711666666666666,38.25833333333333
2026-02-27 18:00:00,39.06,24.5,72,960.9,6.4,218,0.0,18,4,2,45.59,55.88,38.81,33.62,31.56,23.74,46.66833333333333,39.729166666666664,38.68083333333333
2026-02-27 19:00:00,37.63,24.0,77,960.6,3.9,196,0.0,19,4,2,39.06,50.38,42.96,32.21,29.6,23.74,46.71,40.182500000000005,38.99333333333333
