timestamp,temperature,humidity,pressure,wind_speed,wind_direction,rainfall
2026-02-24 00:00:00,23.3,99,1004.5,2.7,266,0.0
2026-02-24 01:00:00,23.5,97,1005.6,4.0,350,0.0
2026-02-24 02:00:00,24.8,90,1006.4,1.4,90,0.0
2026-02-24 03:00:00,27.0,77,1007.0,1.3,225,0.0
2026-02-24 04:00:00,29.0,65,1007.5,1.4,203,0.0
2026-02-24 05:00:00,30.3,56,1006.9,1.1,99,0.1
2026-02-24 06:00:00,29.5,56,1006.7,4.0,352,0.1
2026-02-24 07:00:00,29.2,56,1005.8,4.8,169,0.1
2026-02-24 08:00:00,30.3,53,1004.6,7.7,91,0.0
2026-02-24 09:00:00,30.4,51,1003.7,2.7,70,0.0
2026-02-24 10:00:00,30.7,45,1003.4,7.1,75,0.0
2026-02-24 11:00:00,27.9,47,1004.3,5.6,176,0.0
2026-02-24 12:00:00,25.5,63,1004.0,5.7,79,0.9
2026-02-24 13:00:00,24.3,72,1005.0,4.3,158,0.0
2026-02-24 14:00:00,23.7,77,1006.0,5.8,129,0.0
2026-02-24 15:00:00,23.1,80,1006.7,3.8,135,0.0
2026-02-24 16:00:00,22.8,81,1007.3,5.2,194,0.0
2026-02-24 17:00:00,22.4,84,1007.5,6.1,220,0.0
2026-02-24 18:00:00,22.2,87,1007.1,7.0,244,0.0
2026-02-24 19:00:00,21.7,90,1007.1,3.1,3,0.0
2026-02-24 20:00:00,21.1,93,1006.4,1.4,360,0.0
2026-02-24 21:00:00,20.7,95,1006.0,3.1,183,0.0
2026-02-24 22:00:00,20.8,96,1006.0,4.4,207,0.0
2026-02-24 23:00:00,20.7,96,1006.2,5.6,222,1.1
2026-02-25 00:00:00,20.5,96,1006.8,9.6,194,0.0
2026-02-25 01:00:00,20.6,94,1007.2,6.3,255,0.0
2026-02-25 02:00:00,22.3,84,1007.7,5.0,291,0.0
2026-02-25 03:00:00,25.1,72,1008.8,7.0,18,0.0
2026-02-25 04:00:00,27.0,64,1009.1,6.1,12,0.0
2026-02-25 05:00:00,29.4,52,1008.5,2.5,330,0.0
2026-02-25 06:00:00,29.9,49,1007.7,4.8,243,0.0
2026-02-25 07:00:00,31.2,44,1006.5,4.9,280,0.0
2026-02-25 08:00:00,31.6,42,1005.0,6.1,313,0.0
2026-02-25 09:00:00,32.0,39,1004.1,6.2,319,0.0
2026-02-25 10:00:00,31.0,38,1003.8,7.7,307,0.0
2026-02-25 11:00:00,27.6,50,1005.0,12.6,284,0.6
2026-02-25 12:00:00,22.6,88,1004.7,5.7,189,5.3
2026-02-25 13:00:00,23.0,87,1005.4,9.1,166,0.1
2026-02-25 14:00:00,22.8,86,1006.0,9.4,179,0.0
2026-02-25 15:00:00,22.5,87,1006.4,8.4,195,0.0
2026-02-25 16:00:00,21.3,93,1006.8,4.2,173,0.0
2026-02-25 17:00:00,21.4,94,1007.1,10.1,235,0.0
2026-02-25 18:00:00,22.2,96,1006.8,9.5,234,0.0
2026-02-25 19:00:00,22.3,95,1006.7,10.1,235,0.0
2026-02-25 20:00:00,22.0,93,1006.3,8.8,247,0.0
2026-02-25 21:00:00,21.4,93,1006.0,5.2,286,0.0
2026-02-25 22:00:00,20.9,91,1005.9,7.5,310,0.0
2026-02-25 23:00:00,20.1,94,1005.8,3.8,357,0.0
2026-02-26 00:00:00,19.7,95,1006.1,3.8,352,0.0
2026-02-26 01:00:00,20.0,97,1006.6,4.1,23,0.0
2026-02-26 02:00:00,22.0,90,1007.5,5.4,37,0.0
2026-02-26 03:00:00,24.8,78,1007.9,5.8,26,0.0
2026-02-26 04:00:00,27.1,65,1007.9,6.3,27,0.0
2026-02-26 05:00:00,29.3,54,1007.5,5.6,57,0.0
2026-02-26 06:00:00,30.6,39,1006.4,5.2,22,0.0
2026-02-26 07:00:00,31.9,29,1005.0,7.4,347,0.0
2026-02-26 08:00:00,32.4,27,1003.7,10.2,318,0.0
2026-02-26 09:00:00,32.6,25,1002.5,9.7,298,0.0
2026-02-26 10:00:00,32.5,22,1002.0,8.7,297,0.0
2026-02-26 11:00:00,31.5,22,1002.0,10.7,320,0.0
2026-02-26 12:00:00,28.7,28,1002.1,7.6,342,0.0
2026-02-26 13:00:00,26.7,32,1002.4,5.1,32,0.0
2026-02-26 14:00:00,24.9,44,1003.8,7.2,179,0.0
2026-02-26 15:00:00,22.8,84,1004.7,8.7,198,0.0
2026-02-26 16:00:00,22.3,91,1005.2,10.7,205,0.0
