timestamp,temperature,humidity,pressure,wind_speed,wind_direction,rainfall
2026-02-24 00:00:00,16.2,73,996.8,4.1,255,0.0
2026-02-24 01:00:00,15.8,75,997.3,4.2,227,0.0
2026-02-24 02:00:00,16.5,72,998.5,6.4,216,0.0
2026-02-24 03:00:00,20.1,56,999.9,2.7,212,0.0
2026-02-24 04:00:00,24.3,41,1000.5,1.3,214,0.0
2026-02-24 05:00:00,27.1,30,1000.5,0.5,270,0.0
2026-02-24 06:00:00,28.0,24,1000.2,2.9,281,0.0
2026-02-24 07:00:00,29.5,21,999.3,5.6,277,0.0
2026-02-24 08:00:00,29.9,21,998.2,10.0,287,0.0
2026-02-24 09:00:00,29.7,23,997.3,13.3,291,0.0
2026-02-24 10:00:00,29.4,23,997.1,11.5,274,0.0
2026-02-24 11:00:00,29.4,22,996.7,11.4,267,0.0
2026-02-24 12:00:00,27.8,25,996.7,11.3,268,0.0
2026-02-24 13:00:00,25.8,31,997.6,5.6,276,0.0
2026-02-24 14:00:00,24.3,38,998.1,2.4,347,0.0
2026-02-24 15:00:00,23.8,39,998.6,3.9,28,0.0
2026-02-24 16:00:00,23.1,41,998.9,4.4,38,0.0
2026-02-24 17:00:00,21.9,46,999.1,4.1,45,0.0
2026-02-24 18:00:00,20.7,55,999.1,4.3,66,0.0
2026-02-24 19:00:00,19.4,61,998.8,2.3,141,0.0
2026-02-24 20:00:00,18.5,63,998.5,4.7,184,0.0
2026-02-24 21:00:00,17.2,68,997.9,3.4,205,0.0
2026-02-24 22:00:00,16.9,68,998.0,4.6,234,0.0
2026-02-24 23:00:00,16.6,68,997.9,6.8,241,0.0
2026-02-25 00:00:00,16.6,84,998.3,5.7,279,0.0
2026-02-25 01:00:00,16.6,82,999.1,6.8,270,0.0
2026-02-25 02:00:00,17.4,77,1000.0,7.4,267,0.0
2026-02-25 03:00:00,20.8,62,1000.9,3.8,259,0.0
2026-02-25 04:00:00,24.3,51,1001.4,3.4,254,0.0
2026-02-25 05:00:00,26.6,44,1001.3,5.4,264,0.0
2026-02-25 06:00:00,27.8,35,1000.7,7.6,270,0.0
2026-02-25 07:00:00,29.1,28,999.8,10.1,281,0.0
2026-02-25 08:00:00,29.4,27,998.8,12.9,289,0.0
2026-02-25 09:00:00,29.8,24,997.9,14.2,288,0.0
2026-02-25 10:00:00,29.6,20,997.4,15.9,290,0.0
2026-02-25 11:00:00,28.9,22,997.4,16.5,290,0.0
2026-02-25 12:00:00,27.6,28,997.4,12.0,283,0.0
2026-02-25 13:00:00,25.9,34,997.5,6.8,287,0.0
2026-02-25 14:00:00,24.8,38,997.9,4.7,337,0.0
2026-02-25 15:00:00,24.0,40,998.5,5.2,338,0.0
2026-02-25 16:00:00,22.6,44,998.9,4.3,315,0.0
2026-02-25 17:00:00,22.0,46,999.2,7.3,318,0.0
2026-02-25 18:00:00,21.4,53,998.9,5.9,315,0.0
2026-02-25 19:00:00,20.6,56,998.7,7.5,307,0.0
2026-02-25 20:00:00,19.4,62,998.3,5.4,304,0.0
2026-02-25 21:00:00,18.1,67,997.5,4.3,287,0.0
2026-02-25 22:00:00,18.0,66,997.1,5.8,268,0.0
2026-02-25 23:00:00,17.0,70,997.0,9.5,255,0.0
2026-02-26 00:00:00,16.7,75,997.1,8.5,274,0.0
2026-02-26 01:00:00,16.6,74,997.3,9.2,269,0.0
2026-02-26 02:00:00,17.4,69,998.2,9.7,269,0.0
2026-02-26 03:00:00,20.4,58,998.7,6.2,255,0.0
2026-02-26 04:00:00,24.1,46,998.8,8.1,252,0.0
2026-02-26 05:00:00,26.9,36,998.4,11.5,259,0.0
2026-02-26 06:00:00,28.3,28,998.1,13.0,267,0.0
2026-02-26 07:00:00,29.5,24,997.3,14.5,276,0.0
2026-02-26 08:00:00,30.0,22,996.2,16.0,279,0.0
2026-02-26 09:00:00,30.2,20,995.3,16.7,284,0.0
2026-02-26 10:00:00,29.9,20,994.8,17.5,287,0.0
2026-02-26 11:00:00,28.9,26,994.4,17.2,281,0.0
2026-02-26 12:00:00,27.7,26,994.3,12.3,255,0.0
2026-02-26 13:00:00,26.1,30,994.2,9.1,253,0.0
2026-02-26 14:00:00,25.2,32,994.7,7.1,260,0.0
2026-02-26 15:00:00,23.8,37,995.2,5.6,264,0.0
2026-02-26 16:00:00,22.5,43,995.6,7.1,277,0.0
2026-02-26 17:00:00,21.3,48,995.6,8.0,293,0.0
2026-02-26 18:00:00,20.6,50,995.2,7.1,294,0.0
2026-02-26 19:00:00,19.8,47,995.0,6.4,280,0.0
2026-02-26 20:00:00,19.4,44,994.7,7.1,280,0.0
2026-02-26 21:00:00,18.8,44,994.3,8.2,292,0.0
2026-02-26 22:00:00,18.3,48,994.1,8.1,294,0.0
2026-02-26 23:00:00,17.7,52,993.8,6.4,281,0.0
2026-02-27 00:00:00,16.9,70,993.7,4.7,263,0.0
2026-02-27 01:00:00,16.5,73,994.4,7.1,240,0.0
2026-02-27 02:00:00,16.8,71,995.4,8.6,234,0.0
2026-02-27 03:00:00,20.1,58,996.4,6.2,232,0.0
2026-02-27 04:00:00,23.9,45,997.0,7.1,243,0.0
2026-02-27 05:00:00,26.9,35,997.0,9.6,253,0.0
2026-02-27 06:00:00,28.8,29,996.3,12.1,260,0.0
2026-02-27 07:00:00,30.1,25,995.7,13.5,272,0.0
2026-02-27 08:00:00,30.7,23,994.7,14.9,277,0.0
2026-02-27 09:00:00,30.8,22,993.9,15.6,281,0.0
2026-02-27 10:00:00,30.7,21,993.5,15.9,280,0.0
2026-02-27 11:00:00,30.0,22,993.1,16.8,282,0.0
2026-02-27 12:00:00,28.6,26,993.1,13.0,281,0.0
2026-02-27 13:00:00,26.9,32,993.2,7.7,267,0.0
2026-02-27 14:00:00,25.3,37,993.3,3.9,286,0.0
2026-02-27 15:00:00,24.9,38,993.7,6.5,330,0.0
2026-02-27 16:00:00,23.2,44,994.0,4.0,288,0.0
2026-02-27 17:00:00,21.6,51,993.9,3.1,263,0.0
2026-02-27 18:00:00,20.8,57,993.8,4.3,248,0.0
2026-02-27 19:00:00,20.1,58,993.5,6.9,240,0.0
2026-02-27 20:00:00,19.9,57,993.3,7.1,260,0.0
2026-02-27 21:00:00,19.0,61,992.8,6.4,308,0.0
2026-02-27 22:00:00,18.2,65,992.5,5.7,319,0.0
2026-02-27 23:00:00,17.5,69,992.2,5.1,318,0.0
2026-02-28 00:00:00,16.9,79,992.2,4.9,268,0.0
2026-02-28 01:00:00,17.5,73,992.7,7.6,256,0.0
2026-02-28 02:00:00,18.6,66,993.6,8.5,242,0.0
2026-02-28 03:00:00,22.4,51,994.5,6.4,232,0.0
2026-02-28 04:00:00,25.4,42,995.3,7.2,238,0.0
2026-02-28 05:00:00,28.6,33,995.4,10.1,259,0.0
2026-02-28 06:00:00,30.4,24,995.2,14.3,277,0.0
2026-02-28 07:00:00,31.4,19,994.6,17.3,280,0.0
2026-02-28 08:00:00,32.0,17,993.5,17.4,277,0.0
2026-02-28 09:00:00,32.0,18,992.9,16.5,277,0.0
2026-02-28 10:00:00,31.5,18,992.6,15.8,271,0.0
2026-02-28 11:00:00,30.6,20,992.4,16.4,273,0.0
2026-02-28 12:00:00,28.4,30,992.2,9.7,254,0.0
2026-02-28 13:00:00,26.5,40,992.5,6.8,238,0.0
2026-02-28 14:00:00,25.2,44,992.8,4.2,227,0.0
2026-02-28 15:00:00,24.0,49,993.5,3.4,270,0.0
2026-02-28 16:00:00,23.6,51,994.3,7.5,325,0.0
2026-02-28 17:00:00,23.0,54,994.5,4.4,297,0.0
2026-02-28 18:00:00,22.3,65,994.3,5.2,284,0.0
2026-02-28 19:00:00,21.2,70,993.9,6.8,272,0.0
2026-02-28 20:00:00,20.8,71,993.4,8.8,290,0.0
2026-02-28 21:00:00,20.3,72,993.1,9.8,301,0.0
2026-02-28 22:00:00,19.4,73,993.0,9.3,306,0.0
2026-02-28 23:00:00,18.4,75,993.1,7.9,271,0.0
2026-03-01 00:00:00,18.3,79,993.3,8.0,284,0.0
2026-03-01 01:00:00,18.0,79,993.7,7.6,270,0.0
2026-03-01 02:00:00,18.5,76,994.4,8.4,277,0.0
2026-03-01 03:00:00,21.4,64,995.4,5.7,283,0.0
2026-03-01 04:00:00,24.9,50,996.1,7.3,293,0.0
2026-03-01 05:00:00,28.1,37,996.2,9.8,287,0.0
2026-03-01 06:00:00,30.4,21,995.7,13.9,287,0.0
2026-03-01 07:00:00,31.7,16,995.4,17.5,282,0.0
2026-03-01 08:00:00,32.2,12,994.5,20.0,286,0.0
2026-03-01 09:00:00,32.0,12,993.8,21.0,290,0.0
2026-03-01 10:00:00,31.3,17,993.6,20.8,287,0.0
2026-03-01 11:00:00,31.1,13,993.5,19.0,287,0.0
2026-03-01 12:00:00,29.4,13,993.7,16.5,299,0.0
2026-03-01 13:00:00,27.4,17,994.0,12.4,291,0.0
2026-03-01 14:00:00,25.9,20,994.9,10.1,289,0.0
2026-03-01 15:00:00,24.5,24,995.4,10.2,280,0.0
2026-03-01 16:00:00,23.0,29,996.0,9.0,282,0.0
2026-03-01 17:00:00,21.9,33,996.1,8.2,284,0.0
2026-03-01 18:00:00,21.3,40,996.0,9.9,291,0.0
2026-03-01 19:00:00,20.8,41,995.9,11.7,290,0.0
2026-03-01 20:00:00,20.3,45,995.6,10.8,291,0.0
2026-03-01 21:00:00,19.4,49,995.1,9.9,274,0.0
2026-03-01 22:00:00,18.6,53,995.0,10.5,266,0.0
2026-03-01 23:00:00,18.0,57,995.1,11.0,267,0.0
2026-03-02 00:00:00,17.9,65,995.0,11.7,280,0.0
2026-03-02 01:00:00,17.7,67,995.7,11.5,269,0.0
2026-03-02 02:00:00,18.6,64,996.6,12.3,263,0.0
2026-03-02 03:00:00,21.3,55,997.6,9.8,264,0.0
2026-03-02 04:00:00,24.4,45,998.3,11.0,274,0.0
2026-03-02 05:00:00,27.1,39,998.4,13.6,278,0.0
2026-03-02 06:00:00,29.1,33,998.2,15.5,279,0.0
2026-03-02 07:00:00,30.7,25,997.6,17.6,283,0.0
2026-03-02 08:00:00,31.5,22,997.0,19.0,285,0.0
2026-03-02 09:00:00,32.0,18,996.5,20.4,290,0.0
2026-03-02 10:00:00,31.2,24,995.7,21.1,290,0.0
2026-03-02 11:00:00,31.6,15,995.5,20.7,293,0.0
2026-03-02 12:00:00,29.8,18,995.5,14.9,287,0.0
2026-03-02 13:00:00,27.4,24,995.8,9.7,281,0.0
2026-03-02 14:00:00,25.9,29,996.4,9.3,289,0.0
2026-03-02 15:00:00,24.6,33,997.1,9.5,291,0.0
2026-03-02 16:00:00,23.4,39,997.9,10.4,284,0.0
2026-03-02 17:00:00,22.5,43,998.1,11.2,282,0.0
2026-03-02 18:00:00,22.0,50,998.0,12.1,290,0.0
2026-03-02 19:00:00,21.2,56,997.6,10.8,288,0.0
2026-03-02 20:00:00,20.7,57,997.1,11.2,298,0.0
2026-03-02 21:00:00,20.4,54,996.6,11.2,296,0.0
2026-03-02 22:00:00,19.6,55,996.1,10.6,274,0.0
2026-03-02 23:00:00,18.7,58,995.9,11.0,270,0.0
2026-03-03 00:00:00,18.7,64,995.8,10.4,278,0.0
2026-03-03 01:00:00,18.1,66,996.5,10.4,270,0.0
2026-03-03 02:00:00,18.7,65,997.6,10.4,262,0.0
2026-03-03 03:00:00,21.1,57,998.5,7.6,256,0.0
2026-03-03 04:00:00,24.0,47,999.2,9.4,258,0.0
2026-03-03 05:00:00,26.9,38,999.3,11.7,266,0.0
2026-03-03 06:00:00,28.9,31,999.0,13.7,274,0.0
2026-03-03 07:00:00,30.6,25,998.4,16.2,280,0.0
2026-03-03 08:00:00,31.5,21,997.5,18.5,286,0.0
2026-03-03 09:00:00,31.9,19,996.7,18.6,288,0.0
2026-03-03 10:00:00,31.1,27,996.2,17.8,286,0.0
