timestamp,pm25,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,hour,day_of_week,month,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_rolling_mean_6,pm25_rolling_mean_12,pm25_rolling_mean_24
2026-02-26 00:00:00,12.0,19.5,62,949.2,4.5,247,0.0,0,3,2,12.0,12.0,34.4,52.8,16.5,31.3,24.03333333333333,33.44166666666667,37.55
2026-02-26 01:00:00,12.0,19.0,64,949.6,2.8,235,0.0,1,3,2,12.0,20.7,23.6,31.4,12.0,39.3,20.3,30.041666666666668,37.3625
2026-02-26 02:00:00,16.1,19.5,62,950.4,4.3,237,0.0,2,3,2,12.0,12.0,41.5,52.8,22.7,28.8,18.366666666666667,28.425,37.3625
2026-02-26 03:00:00,33.7,22.1,51,951.4,3.7,256,0.0,3,3,2,16.1,12.0,12.0,24.7,33.5,26.4,14.133333333333333,25.36666666666667,37.0875
2026-02-26 04:00:00,34.2,25.4,36,952.3,4.4,291,0.0,4,3,2,33.7,12.0,20.7,31.6,48.4,22.6,17.75,26.11666666666667,37.09583333333333
2026-02-26 05:00:00,22.6,27.9,26,952.1,6.6,303,0.0,5,3,2,34.2,16.1,12.0,63.8,44.0,40.7,20.0,26.333333333333332,36.50416666666666
2026-02-26 06:00:00,56.8,29.2,21,951.6,5.6,297,0.0,6,3,2,22.6,33.7,12.0,34.4,43.5,24.7,21.766666666666666,22.900000000000002,35.6125
2026-02-26 07:00:00,50.8,31.0,18,950.7,6.6,283,0.0,7,3,2,56.8,34.2,12.0,23.6,62.9,27.5,29.233333333333334,24.766666666666666,36.166666666666664
2026-02-26 08:00:00,51.6,31.8,18,949.6,8.7,278,0.0,8,3,2,50.8,22.6,16.1,41.5,58.8,61.6,35.699999999999996,27.03333333333333,35.6625
2026-02-26 09:00:00,55.6,31.9,19,948.6,11.1,287,0.0,9,3,2,51.6,56.8,33.7,12.0,79.9,77.1,41.61666666666667,27.875,35.362500000000004
2026-02-26 10:00:00,58.9,31.5,22,948.0,13.7,297,0.0,10,3,2,55.6,50.8,34.2,20.7,44.7,93.0,45.26666666666667,31.50833333333333,34.35
2026-02-26 11:00:00,32.6,30.9,24,947.7,13.8,296,0.0,11,3,2,58.9,51.6,22.6,12.0,33.0,67.7,49.38333333333333,34.69166666666667,34.94166666666667
2026-02-26 12:00:00,46.0,29.7,25,947.5,14.9,285,0.0,12,3,2,32.6,55.6,56.8,12.0,52.8,92.6,51.04999999999999,36.40833333333333,34.925000000000004
2026-02-26 13:00:00,46.4,28.0,30,947.8,14.6,284,0.0,13,3,2,46.0,58.9,50.8,12.0,31.4,87.1,49.25,39.24166666666667,34.64166666666667
2026-02-26 14:00:00,33.0,26.2,39,948.3,14.5,281,0.0,14,3,2,46.4,32.6,51.6,16.1,52.8,74.6,48.51666666666667,42.108333333333334,35.266666666666666
2026-02-26 15:00:00,34.1,24.7,47,948.9,11.6,265,0.0,15,3,2,33.0,46.0,55.6,33.7,24.7,44.8,45.416666666666664,43.51666666666666,34.44166666666667
2026-02-26 16:00:00,59.0,23.3,56,949.5,10.3,248,0.0,16,3,2,34.1,46.4,58.9,34.2,31.6,40.7,41.833333333333336,43.550000000000004,34.833333333333336
2026-02-26 17:00:00,34.9,22.1,66,949.0,10.7,258,0.0,17,3,2,59.0,33.0,32.6,22.6,63.8,44.6,41.85,45.61666666666667,35.975
2026-02-26 18:00:00,21.7,21.0,75,949.0,9.5,256,0.0,18,3,2,34.9,34.1,46.0,56.8,34.4,35.3,42.23333333333333,46.64166666666666,34.770833333333336
2026-02-26 19:00:00,30.0,20.4,79,948.1,9.9,251,0.0,19,3,2,21.7,59.0,46.4,50.8,23.6,47.2,38.18333333333333,43.71666666666667,34.24166666666667
2026-02-26 20:00:00,40.4,19.9,78,947.6,10.1,254,0.0,20,3,2,30.0,34.9,33.0,51.6,41.5,27.3,35.449999999999996,41.983333333333334,34.50833333333333
2026-02-26 21:00:00,18.6,19.4,74,946.9,9.3,255,0.0,21,3,2,40.4,21.7,34.1,55.6,12.0,32.9,36.68333333333333,41.05,34.4625
2026-02-26 22:00:00,12.0,18.9,72,946.5,7.9,257,0.0,22,3,2,18.6,30.0,59.0,58.9,20.7,26.8,34.1,37.96666666666667,34.7375
2026-02-26 23:00:00,12.0,18.4,69,946.4,7.2,252,0.0,23,3,2,12.0,40.4,34.9,32.6,12.0,15.8,26.266666666666666,34.05833333333333,34.375
2026-02-27 00:00:00,12.0,18.3,68,946.8,7.6,256,0.0,0,4,2,12.0,18.6,21.7,46.0,12.0,16.5,22.45,32.34166666666667,34.375
2026-02-27 01:00:00,12.0,18.1,66,947.3,6.7,264,0.0,1,4,2,12.0,12.0,30.0,46.4,12.0,12.0,20.833333333333332,29.508333333333336,34.375
2026-02-27 02:00:00,12.0,18.2,64,948.1,7.6,256,0.0,2,4,2,12.0,12.0,40.4,33.0,16.1,22.7,17.833333333333332,26.641666666666666,34.375
2026-02-27 03:00:00,12.0,20.5,53,949.4,6.7,268,0.0,3,4,2,12.0,12.0,18.6,34.1,33.7,33.5,13.1,24.891666666666666,34.204166666666666
2026-02-27 04:00:00,22.3,23.4,42,950.1,8.5,282,0.0,4,4,2,12.0,12.0,12.0,59.0,34.2,48.4,12.0,23.05,33.3
2026-02-27 05:00:00,16.2,26.3,35,950.4,9.9,286,0.0,5,4,2,22.3,12.0,12.0,34.9,22.6,44.0,13.716666666666667,19.991666666666664,32.80416666666667
2026-02-27 06:00:00,21.9,28.5,28,950.1,13.3,283,0.0,6,4,2,16.2,12.0,12.0,21.7,56.8,43.5,14.416666666666666,18.433333333333334,32.5375
2026-02-27 07:00:00,28.4,30.2,23,949.1,14.4,278,0.0,7,4,2,21.9,22.3,12.0,30.0,50.8,62.9,16.066666666666666,18.45,31.083333333333332
2026-02-27 08:00:00,20.8,31.1,21,948.2,14.8,269,0.0,8,4,2,28.4,16.2,12.0,40.4,51.6,58.8,18.8,18.316666666666666,30.150000000000002
2026-02-27 09:00:00,37.1,31.2,21,947.3,15.9,264,0.0,9,4,2,20.8,21.9,12.0,18.6,55.6,79.9,20.266666666666666,16.683333333333334,28.866666666666664
2026-02-27 10:00:00,50.8,30.9,22,946.6,15.7,268,0.0,10,4,2,37.1,28.4,22.3,12.0,58.9,44.7,24.45,18.224999999999998,28.09583333333333
2026-02-27 11:00:00,49.6,30.0,24,946.4,15.5,269,0.0,11,4,2,50.8,20.8,16.2,12.0,32.6,33.0,29.2,21.458333333333332,27.75833333333333
2026-02-27 12:00:00,44.2,28.7,25,946.3,14.6,273,0.0,12,4,2,49.6,37.1,21.9,12.0,46.0,52.8,34.76666666666667,24.591666666666665,28.466666666666665
2026-02-27 13:00:00,46.8,26.9,27,946.6,14.8,280,0.0,13,4,2,44.2,50.8,28.4,12.0,46.4,31.4,38.483333333333334,27.275000000000002,28.391666666666666
2026-02-27 14:00:00,64.2,25.0,33,947.1,14.0,282,0.0,14,4,2,46.8,49.6,20.8,12.0,33.0,52.8,41.550000000000004,30.174999999999997,28.40833333333333
2026-02-27 15:00:00,48.9,23.6,40,947.6,11.2,276,0.0,15,4,2,64.2,44.2,37.1,12.0,34.1,24.7,48.78333333333333,34.525,29.708333333333332
2026-02-27 16:00:00,42.0,22.4,45,948.0,9.1,263,0.0,16,4,2,48.9,46.8,50.8,22.3,59.0,31.6,50.75,37.6,30.325
2026-02-27 17:00:00,41.4,21.3,51,947.7,8.3,269,0.0,17,4,2,42.0,64.2,49.6,16.2,34.9,63.8,49.28333333333333,39.24166666666667,29.616666666666664
2026-02-27 18:00:00,31.6,20.4,56,947.2,8.9,262,0.0,18,4,2,41.4,48.9,44.2,21.9,21.7,34.4,47.916666666666664,41.34166666666666,29.8875
2026-02-27 19:00:00,43.1,19.8,60,947.0,7.1,260,0.0,19,4,2,31.6,42.0,46.8,28.4,30.0,23.6,45.81666666666666,42.15,30.3
2026-02-27 20:00:00,26.8,19.1,61,946.5,5.6,263,0.0,20,4,2,43.1,41.4,64.2,20.8,40.4,41.5,45.199999999999996,43.375,30.845833333333335
2026-02-27 21:00:00,25.8,18.5,63,946.0,4.5,272,0.0,21,4,2,26.8,31.6,48.9,37.1,18.6,12.0,38.96666666666667,43.875,30.279166666666665
2026-02-27 22:00:00,12.0,18.0,63,945.6,6.1,275,0.0,22,4,2,25.8,43.1,42.0,50.8,12.0,20.7,35.11666666666667,42.93333333333334,30.57916666666667
2026-02-27 23:00:00,13.1,17.4,63,945.4,6.7,273,0.0,23,4,2,12.0,26.8,41.4,49.6,12.0,12.0,30.116666666666664,39.699999999999996,30.57916666666667
2026-02-28 00:00:00,12.0,16.9,73,945.4,6.5,267,0.0,0,5,2,13.1,25.8,31.6,44.2,12.0,12.0,25.400000000000002,36.65833333333334,30.625
2026-02-28 01:00:00,12.0,16.8,74,945.8,6.5,256,0.0,1,5,2,12.0,12.0,43.1,46.8,12.0,12.0,22.13333333333333,33.975,30.625
2026-02-28 02:00:00,19.0,17.2,73,946.7,7.0,249,0.0,2,5,2,12.0,13.1,26.8,64.2,12.0,16.1,16.95,31.075000000000003,30.625
2026-02-28 03:00:00,27.9,19.7,62,948.3,3.8,265,0.0,3,5,2,19.0,12.0,25.8,48.9,12.0,33.7,15.65,27.308333333333337,30.916666666666668
2026-02-28 04:00:00,38.4,22.5,47,949.2,5.6,292,0.0,4,5,2,27.9,12.0,12.0,42.0,22.3,34.2,16.0,25.558333333333334,31.57916666666667
2026-02-28 05:00:00,34.3,25.0,39,949.5,6.3,294,0.0,5,5,2,38.4,19.0,13.1,41.4,16.2,22.6,20.4,25.258333333333336,32.25
2026-02-28 06:00:00,40.5,27.2,31,949.2,8.5,274,0.0,6,5,2,34.3,27.9,12.0,31.6,21.9,56.8,23.933333333333334,24.666666666666668,33.00416666666667
2026-02-28 07:00:00,27.7,29.7,21,948.4,9.6,264,0.0,7,5,2,40.5,38.4,12.0,43.1,28.4,50.8,28.683333333333334,25.40833333333333,33.77916666666666
2026-02-28 08:00:00,45.0,30.9,18,947.5,10.9,251,0.0,8,5,2,27.7,34.3,19.0,26.8,20.8,51.6,31.299999999999997,24.124999999999996,33.75
2026-02-28 09:00:00,52.2,31.4,19,946.8,12.8,244,0.0,9,5,2,45.0,40.5,27.9,25.8,37.1,55.6,35.63333333333333,25.64166666666667,34.75833333333333
2026-02-28 10:00:00,69.7,31.2,21,946.3,13.4,246,0.0,10,5,2,52.2,27.7,38.4,12.0,50.8,58.9,39.68333333333333,27.84166666666667,35.387499999999996
2026-02-28 11:00:00,57.3,30.3,24,946.1,14.1,249,0.0,11,5,2,69.7,45.0,34.3,13.1,49.6,32.6,44.9,32.65,36.175000000000004
2026-02-28 12:00:00,55.9,29.3,27,946.0,13.6,242,0.0,12,5,2,57.3,52.2,40.5,12.0,44.2,46.0,48.73333333333333,36.333333333333336,36.49583333333333
2026-02-28 13:00:00,65.5,27.9,32,946.3,11.8,246,0.0,13,5,2,55.9,69.7,27.7,12.0,46.8,46.4,51.300000000000004,39.99166666666667,36.983333333333334
