timestamp,pm25,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,hour,day_of_week,month,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_rolling_mean_6,pm25_rolling_mean_12,pm25_rolling_mean_24
2026-02-24 00:00:00,12.0,24.7,92,1007.1,4.8,34,0.0,0,1,2,12.0,14.7,34.1,52.5,21.3,12.0,20.616666666666664,32.69166666666667,31.745833333333337
2026-02-24 01:00:00,12.0,24.8,91,1008.5,6.1,30,0.0,1,1,2,12.0,12.0,19.9,65.1,19.2,19.3,16.933333333333334,29.316666666666666,31.358333333333334
2026-02-24 02:00:00,24.7,25.7,85,1009.4,6.5,23,0.0,2,1,2,12.0,12.0,31.0,44.2,12.0,12.0,15.616666666666665,24.89166666666667,31.058333333333337
2026-02-24 03:00:00,12.0,27.2,75,1010.1,7.9,39,0.0,3,1,2,24.7,12.0,14.7,38.7,12.0,12.0,14.566666666666668,23.266666666666666,31.587500000000002
2026-02-24 04:00:00,12.0,28.7,66,1010.7,10.3,50,0.0,4,1,2,12.0,12.0,12.0,35.5,39.8,12.0,14.116666666666665,21.041666666666668,31.587500000000002
2026-02-24 05:00:00,16.5,29.7,62,1010.7,11.4,53,0.0,5,1,2,12.0,24.7,12.0,32.6,23.3,12.0,14.116666666666665,19.083333333333332,30.429166666666664
2026-02-24 06:00:00,35.1,30.0,60,1010.0,11.1,53,0.0,6,1,2,16.5,12.0,12.0,34.1,25.9,12.0,14.866666666666665,17.741666666666664,30.145833333333332
2026-02-24 07:00:00,38.2,30.8,57,1009.2,11.6,55,0.0,7,1,2,35.1,12.0,12.0,19.9,37.6,33.9,18.716666666666665,17.825,30.52916666666667
2026-02-24 08:00:00,51.4,30.6,56,1008.3,14.5,60,0.0,8,1,2,38.2,16.5,24.7,31.0,45.6,16.5,23.083333333333332,19.349999999999998,30.55416666666667
2026-02-24 09:00:00,29.4,30.0,59,1007.3,15.6,59,0.0,9,1,2,51.4,35.1,12.0,14.7,32.5,36.9,27.533333333333335,21.05,30.795833333333334
2026-02-24 10:00:00,38.6,29.4,63,1007.1,15.5,55,0.0,10,1,2,29.4,38.2,12.0,12.0,56.0,12.0,30.433333333333337,22.275000000000002,30.666666666666668
2026-02-24 11:00:00,17.8,28.4,68,1007.2,16.3,53,0.0,11,1,2,38.6,51.4,16.5,12.0,44.4,24.6,34.86666666666667,24.491666666666664,29.941666666666666
2026-02-24 12:00:00,47.8,27.7,72,1007.4,12.1,60,0.0,12,1,2,17.8,29.4,35.1,12.0,52.5,39.0,35.083333333333336,24.974999999999998,28.833333333333332
2026-02-24 13:00:00,42.4,26.7,78,1008.1,12.3,60,0.0,13,1,2,47.8,38.6,38.2,12.0,65.1,40.0,37.199999999999996,27.958333333333332,28.6375
2026-02-24 14:00:00,64.7,26.5,80,1008.8,10.7,59,0.0,14,1,2,42.4,17.8,51.4,24.7,44.2,22.9,37.9,30.491666666666664,27.691666666666666
2026-02-24 15:00:00,47.5,26.3,81,1009.7,10.6,56,0.0,15,1,2,64.7,47.8,29.4,12.0,38.7,28.0,40.11666666666667,33.824999999999996,28.545833333333334
2026-02-24 16:00:00,55.3,26.1,83,1010.2,9.2,57,0.0,16,1,2,47.5,42.4,38.6,12.0,35.5,27.2,43.13333333333333,36.78333333333333,28.912499999999998
2026-02-24 17:00:00,39.4,25.8,84,1010.5,9.2,57,0.0,17,1,2,55.3,64.7,17.8,16.5,32.6,33.4,45.916666666666664,40.391666666666666,29.7375
2026-02-24 18:00:00,44.2,25.9,86,1010.0,7.9,57,0.0,18,1,2,39.4,47.5,47.8,35.1,34.1,17.4,49.51666666666666,42.300000000000004,30.020833333333332
2026-02-24 19:00:00,28.8,25.9,86,1009.7,6.7,63,0.0,19,1,2,44.2,55.3,42.4,38.2,19.9,19.6,48.916666666666664,43.05833333333333,30.441666666666663
2026-02-24 20:00:00,38.3,25.6,86,1008.7,5.4,64,0.0,20,1,2,28.8,39.4,64.7,51.4,31.0,30.2,46.65,42.275,30.8125
2026-02-24 21:00:00,34.6,25.3,87,1008.5,5.0,60,0.0,21,1,2,38.3,44.2,47.5,29.4,14.7,12.0,42.25,41.18333333333333,31.116666666666664
2026-02-24 22:00:00,24.3,24.9,89,1008.6,4.5,34,0.1,22,1,2,34.6,28.8,55.3,38.6,12.0,15.9,40.1,41.61666666666667,31.94583333333333
2026-02-24 23:00:00,12.0,24.4,92,1008.8,4.1,13,0.1,23,1,2,24.3,38.3,39.4,17.8,12.0,18.8,34.93333333333334,40.425,32.45833333333333
2026-02-25 00:00:00,15.6,24.0,97,1009.1,2.7,332,0.1,0,2,2,12.0,34.6,44.2,47.8,12.0,21.3,30.36666666666667,39.94166666666667,32.45833333333333
2026-02-25 01:00:00,30.6,23.7,96,1009.9,3.9,323,0.5,1,2,2,15.6,24.3,28.8,42.4,12.0,19.2,25.599999999999998,37.25833333333333,32.60833333333333
2026-02-25 02:00:00,14.9,24.2,96,1011.0,6.1,332,0.0,2,2,2,30.6,12.0,38.3,64.7,24.7,12.0,25.900000000000002,36.275,33.38333333333333
2026-02-25 03:00:00,16.9,26.1,84,1011.7,6.2,345,0.1,3,2,2,14.9,15.6,34.6,47.5,12.0,12.0,22.0,32.12500000000001,32.975
2026-02-25 04:00:00,12.0,28.5,68,1012.1,5.0,21,0.0,4,2,2,16.9,30.6,24.3,55.3,12.0,39.8,19.05,29.575,33.17916666666667
2026-02-25 05:00:00,22.5,30.2,56,1012.0,7.3,54,0.0,5,2,2,12.0,14.9,12.0,39.4,16.5,23.3,17.0,25.96666666666667,33.17916666666667
2026-02-25 06:00:00,45.5,30.7,55,1011.7,7.6,76,0.0,6,2,2,22.5,16.9,15.6,44.2,35.1,25.9,18.75,24.558333333333334,33.42916666666667
2026-02-25 07:00:00,29.1,31.2,54,1010.7,11.1,82,0.0,7,2,2,45.5,12.0,30.6,28.8,38.2,37.6,23.733333333333334,24.666666666666668,33.8625
2026-02-25 08:00:00,40.4,30.1,56,1009.9,12.4,89,0.2,8,2,2,29.1,22.5,14.9,38.3,51.4,45.6,23.483333333333334,24.691666666666663,33.48333333333333
2026-02-25 09:00:00,31.9,28.6,66,1008.9,11.3,88,0.1,9,2,2,40.4,45.5,16.9,34.6,29.4,32.5,27.733333333333334,24.86666666666667,33.025
2026-02-25 10:00:00,45.0,28.8,65,1008.4,11.4,87,0.0,10,2,2,31.9,29.1,12.0,24.3,38.6,56.0,30.23333333333333,24.641666666666666,33.12916666666667
2026-02-25 11:00:00,33.2,28.2,68,1008.8,12.0,78,0.0,11,2,2,45.0,40.4,22.5,12.0,17.8,44.4,35.73333333333333,26.366666666666664,33.395833333333336
2026-02-25 12:00:00,53.5,27.6,73,1008.5,11.8,70,0.0,12,2,2,33.2,31.9,45.5,15.6,47.8,52.5,37.516666666666666,28.133333333333336,34.0375
2026-02-25 13:00:00,79.4,26.8,76,1009.3,9.7,65,0.0,13,2,2,53.5,45.0,29.1,30.6,42.4,65.1,38.85,31.291666666666668,34.275
2026-02-25 14:00:00,59.2,26.5,80,1010.0,8.6,64,0.0,14,2,2,79.4,33.2,40.4,14.9,64.7,44.2,47.23333333333333,35.358333333333334,35.81666666666666
2026-02-25 15:00:00,36.4,26.3,82,1010.9,9.3,72,0.0,15,2,2,59.2,53.5,31.9,16.9,47.5,38.7,50.36666666666667,39.05,35.5875
2026-02-25 16:00:00,22.2,26.1,82,1011.3,9.5,79,0.0,16,2,2,36.4,79.4,45.0,12.0,55.3,35.5,51.116666666666674,40.675000000000004,35.125
2026-02-25 17:00:00,49.1,25.9,82,1011.2,7.8,99,0.0,17,2,2,22.2,59.2,33.2,22.5,39.4,32.6,47.31666666666667,41.525,33.74583333333333
2026-02-25 18:00:00,57.9,25.2,87,1010.8,2.2,99,0.0,18,2,2,49.1,36.4,53.5,45.5,44.2,34.1,49.96666666666667,43.74166666666667,34.15
2026-02-25 19:00:00,57.7,25.1,89,1010.7,0.0,270,0.0,19,2,2,57.9,22.2,79.4,29.1,28.8,19.9,50.699999999999996,44.775,34.72083333333334
2026-02-25 20:00:00,22.1,24.5,91,1009.9,1.1,270,0.0,20,2,2,57.7,49.1,59.2,40.4,38.3,31.0,47.083333333333336,47.15833333333333,35.925000000000004
2026-02-25 21:00:00,26.4,24.0,94,1009.6,2.5,291,0.0,21,2,2,22.1,57.9,36.4,31.9,34.6,14.7,40.900000000000006,45.63333333333333,35.25
2026-02-25 22:00:00,12.0,23.6,98,1009.4,4.8,281,0.0,22,2,2,26.4,57.7,22.2,45.0,24.3,12.0,39.233333333333334,45.175000000000004,34.90833333333334
2026-02-25 23:00:00,12.4,23.1,99,1009.6,6.0,286,0.0,23,2,2,12.0,22.1,49.1,33.2,12.0,12.0,37.53333333333333,42.425000000000004,34.395833333333336
2026-02-26 00:00:00,23.2,23.7,99,1009.6,7.3,290,0.0,0,3,2,12.4,26.4,57.9,53.5,15.6,12.0,31.416666666666668,40.69166666666667,34.4125
2026-02-26 01:00:00,12.0,24.0,98,1010.6,6.0,279,0.0,1,3,2,23.2,12.0,57.7,79.4,30.6,12.0,25.633333333333336,38.16666666666667,34.729166666666664
