timestamp,temperature,humidity,pressure,wind_speed,wind_direction,rainfall
2026-02-22 00:00:00,24.6,91,1006.8,9.2,6,0.0
2026-02-22 01:00:00,24.7,90,1007.7,9.6,5,0.1
2026-02-22 02:00:00,25.6,84,1008.2,10.7,6,0.1
2026-02-22 03:00:00,27.3,74,1008.7,13.8,26,0.2
2026-02-22 04:00:00,28.8,66,1008.9,13.8,32,0.0
2026-02-22 05:00:00,30.1,60,1008.5,15.3,34,0.0
2026-02-22 06:00:00,30.2,60,1008.1,16.3,43,0.0
2026-02-22 07:00:00,29.9,62,1007.1,17.7,42,0.2
2026-02-22 08:00:00,29.7,63,1006.2,17.7,42,0.1
2026-02-22 09:00:00,29.5,64,1005.3,18.2,45,0.0
2026-02-22 10:00:00,29.0,66,1004.7,19.6,44,0.0
2026-02-22 11:00:00,28.2,70,1004.6,19.0,47,0.0
2026-02-22 12:00:00,27.3,77,1005.3,16.7,50,0.1
2026-02-22 13:00:00,26.6,81,1006.0,15.7,44,0.2
2026-02-22 14:00:00,26.6,81,1007.0,15.4,47,0.1
2026-02-22 15:00:00,26.4,83,1007.9,13.6,51,0.0
2026-02-22 16:00:00,26.2,84,1008.7,10.6,48,0.0
2026-02-22 17:00:00,26.0,83,1008.9,9.6,49,0.0
2026-02-22 18:00:00,25.9,84,1008.3,8.8,46,0.0
2026-02-22 19:00:00,26.0,82,1007.6,7.1,49,0.0
2026-02-22 20:00:00,25.7,82,1006.7,7.8,48,0.0
2026-02-22 21:00:00,25.5,82,1006.0,7.6,52,0.0
2026-02-22 22:00:00,25.3,84,1005.7,7.9,57,0.0
2026-02-22 23:00:00,25.1,87,1006.1,6.9,49,0.0
2026-02-23 00:00:00,24.2,94,1006.6,2.3,356,0.0
2026-02-23 01:00:00,24.5,92,1007.5,4.1,347,0.0
2026-02-23 02:00:00,25.5,87,1008.3,4.0,355,0.0
2026-02-23 03:00:00,27.5,75,1008.9,7.3,44,0.0
2026-02-23 04:00:00,29.0,66,1009.4,7.7,66,0.0
2026-02-23 05:00:00,29.9,61,1009.3,9.7,74,0.0
2026-02-23 06:00:00,30.2,59,1008.7,10.5,63,0.0
2026-02-23 07:00:00,30.8,57,1007.7,11.9,63,0.0
2026-02-23 08:00:00,30.7,57,1006.6,13.6,64,0.0
2026-02-23 09:00:00,30.2,59,1005.6,14.3,62,0.0
2026-02-23 10:00:00,29.4,63,1005.1,14.2,60,0.0
2026-02-23 11:00:00,28.5,68,1005.4,13.4,57,0.0
2026-02-23 12:00:00,27.8,72,1005.7,12.6,59,0.0
2026-02-23 13:00:00,26.8,78,1006.4,11.2,55,0.0
2026-02-23 14:00:00,26.6,80,1007.4,10.7,54,0.0
2026-02-23 15:00:00,26.4,80,1008.2,10.2,59,0.0
2026-02-23 16:00:00,26.1,82,1008.5,9.7,59,0.0
2026-02-23 17:00:00,25.8,84,1008.1,10.0,62,0.0
2026-02-23 18:00:00,25.8,86,1008.0,9.5,54,0.0
2026-02-23 19:00:00,25.6,86,1007.6,9.0,44,0.0
2026-02-23 20:00:00,25.2,87,1007.0,7.8,38,0.0
2026-02-23 21:00:00,24.9,88,1006.5,7.1,34,0.0
2026-02-23 22:00:00,24.8,89,1006.6,7.5,33,0.0
2026-02-23 23:00:00,24.6,89,1006.7,7.4,41,0.0
2026-02-24 00:00:00,24.7,92,1007.1,4.8,34,0.0
2026-02-24 01:00:00,24.8,91,1008.5,6.1,30,0.0
2026-02-24 02:00:00,25.7,85,1009.4,6.5,23,0.0
2026-02-24 03:00:00,27.2,75,1010.1,7.9,39,0.0
2026-02-24 04:00:00,28.7,66,1010.7,10.3,50,0.0
2026-02-24 05:00:00,29.7,62,1010.7,11.4,53,0.0
2026-02-24 06:00:00,30.0,60,1010.0,11.1,53,0.0
2026-02-24 07:00:00,30.8,57,1009.2,11.6,55,0.0
2026-02-24 08:00:00,30.6,56,1008.3,14.5,60,0.0
2026-02-24 09:00:00,30.0,59,1007.3,15.6,59,0.0
2026-02-24 10:00:00,29.4,63,1007.1,15.5,55,0.0
2026-02-24 11:00:00,28.4,68,1007.2,16.3,53,0.0
2026-02-24 12:00:00,27.7,72,1007.4,12.1,60,0.0
2026-02-24 13:00:00,26.7,78,1008.1,12.3,60,0.0
2026-02-24 14:00:00,26.5,80,1008.8,10.7,59,0.0
2026-02-24 15:00:00,26.3,81,1009.7,10.6,56,0.0
2026-02-24 16:00:00,26.1,83,1010.2,9.2,57,0.0
2026-02-24 17:00:00,25.8,84,1010.5,9.2,57,0.0
2026-02-24 18:00:00,25.9,86,1010.0,7.9,57,0.0
2026-02-24 19:00:00,25.9,86,1009.7,6.7,63,0.0
2026-02-24 20:00:00,25.6,86,1008.7,5.4,64,0.0
2026-02-24 21:00:00,25.3,87,1008.5,5.0,60,0.0
2026-02-24 22:00:00,24.9,89,1008.6,4.5,34,0.1
2026-02-24 23:00:00,24.4,92,1008.8,4.1,13,0.1
2026-02-25 00:00:00,24.0,97,1009.1,2.7,332,0.1
2026-02-25 01:00:00,23.7,96,1009.9,3.9,323,0.5
2026-02-25 02:00:00,24.2,96,1011.0,6.1,332,0.0
2026-02-25 03:00:00,26.1,84,1011.7,6.2,345,0.1
2026-02-25 04:00:00,28.5,68,1012.1,5.0,21,0.0
2026-02-25 05:00:00,30.2,56,1012.0,7.3,54,0.0
2026-02-25 06:00:00,30.7,55,1011.7,7.6,76,0.0
2026-02-25 07:00:00,31.2,54,1010.7,11.1,82,0.0
2026-02-25 08:00:00,30.1,56,1009.9,12.4,89,0.2
2026-02-25 09:00:00,28.6,66,1008.9,11.3,88,0.1
2026-02-25 10:00:00,28.8,65,1008.4,11.4,87,0.0
2026-02-25 11:00:00,28.2,68,1008.8,12.0,78,0.0
2026-02-25 12:00:00,27.6,73,1008.5,11.8,70,0.0
2026-02-25 13:00:00,26.8,76,1009.3,9.7,65,0.0
2026-02-25 14:00:00,26.5,80,1010.0,8.6,64,0.0
2026-02-25 15:00:00,26.3,82,1010.9,9.3,72,0.0
2026-02-25 16:00:00,26.1,82,1011.3,9.5,79,0.0
2026-02-25 17:00:00,25.9,82,1011.2,7.8,99,0.0
2026-02-25 18:00:00,25.2,87,1010.8,2.2,99,0.0
2026-02-25 19:00:00,25.1,89,1010.7,0.0,270,0.0
2026-02-25 20:00:00,24.5,91,1009.9,1.1,270,0.0
2026-02-25 21:00:00,24.0,94,1009.6,2.5,291,0.0
2026-02-25 22:00:00,23.6,98,1009.4,4.8,281,0.0
2026-02-25 23:00:00,23.1,99,1009.6,6.0,286,0.0
2026-02-26 00:00:00,23.7,99,1009.6,7.3,290,0.0
2026-02-26 01:00:00,24.0,98,1010.6,6.0,279,0.0
2026-02-26 02:00:00,24.8,91,1011.3,4.3,268,0.0
2026-02-26 03:00:00,26.5,78,1011.5,3.2,251,0.0
2026-02-26 04:00:00,28.9,61,1011.5,1.5,166,0.0
2026-02-26 05:00:00,30.9,49,1011.1,3.6,117,0.0
2026-02-26 06:00:00,31.9,45,1010.0,5.6,105,0.0
2026-02-26 07:00:00,32.3,47,1009.0,10.6,99,0.0
2026-02-26 08:00:00,31.4,54,1008.0,12.4,107,0.0
2026-02-26 09:00:00,30.8,55,1007.1,11.8,117,0.0
2026-02-26 10:00:00,30.2,60,1006.8,10.7,119,0.0
2026-02-26 11:00:00,29.1,69,1006.9,11.0,114,0.0
2026-02-26 12:00:00,28.2,71,1006.9,12.3,113,0.0
2026-02-26 13:00:00,27.2,77,1007.5,13.3,117,0.0
2026-02-26 14:00:00,27.0,79,1008.2,13.0,117,0.0
2026-02-26 15:00:00,26.9,77,1008.7,12.4,123,0.0
2026-02-26 16:00:00,26.6,78,1009.2,11.1,120,0.0
2026-02-26 17:00:00,26.4,79,1009.2,9.9,122,0.0
2026-02-26 18:00:00,26.2,83,1008.8,8.6,127,0.0
2026-02-26 19:00:00,26.1,85,1008.5,7.9,131,0.0
2026-02-26 20:00:00,25.9,86,1007.8,6.7,144,0.0
2026-02-26 21:00:00,25.2,89,1007.3,4.6,191,0.0
2026-02-26 22:00:00,24.5,92,1006.9,3.9,217,0.0
2026-02-26 23:00:00,24.0,95,1007.0,3.9,248,0.0
2026-02-27 00:00:00,24.1,96,1007.0,7.4,257,0.0
2026-02-27 01:00:00,24.6,94,1007.9,7.6,242,0.0
2026-02-27 02:00:00,25.1,88,1008.8,7.7,231,0.0
2026-02-27 03:00:00,26.6,77,1009.4,6.9,225,0.0
2026-02-27 04:00:00,28.8,63,1009.8,6.4,205,0.0
2026-02-27 05:00:00,31.1,47,1009.6,6.2,170,0.0
2026-02-27 06:00:00,32.0,46,1008.8,9.0,149,0.0
2026-02-27 07:00:00,32.3,44,1007.7,10.8,134,0.0
2026-02-27 08:00:00,31.7,50,1006.9,13.0,129,0.0
2026-02-27 09:00:00,31.4,46,1005.9,15.5,135,0.0
2026-02-27 10:00:00,30.7,50,1005.8,14.4,144,0.0
2026-02-27 11:00:00,29.8,53,1005.9,14.4,147,0.0
2026-02-27 12:00:00,28.6,59,1005.9,12.3,136,0.0
2026-02-27 13:00:00,27.1,76,1006.2,12.0,129,0.0
2026-02-27 14:00:00,26.6,79,1006.9,11.4,121,0.0
2026-02-27 15:00:00,26.5,81,1007.6,11.6,120,0.0
2026-02-27 16:00:00,26.2,80,1008.0,10.8,123,0.0
2026-02-27 17:00:00,26.0,82,1008.1,10.9,121,0.0
2026-02-27 18:00:00,25.9,84,1007.9,8.7,140,0.0
2026-02-27 19:00:00,25.7,83,1007.3,7.5,145,0.0
2026-02-27 20:00:00,25.2,86,1006.5,4.6,162,0.0
2026-02-27 21:00:00,24.7,89,1006.1,4.5,187,0.0
2026-02-27 22:00:00,24.2,92,1005.9,5.5,212,0.0
2026-02-27 23:00:00,23.6,96,1006.3,7.7,237,0.0
2026-02-28 00:00:00,24.0,96,1006.6,6.9,231,0.0
2026-02-28 01:00:00,24.3,94,1007.6,6.2,240,0.0
2026-02-28 02:00:00,25.4,87,1008.8,6.9,229,0.0
2026-02-28 03:00:00,27.2,76,1009.5,9.2,203,0.0
2026-02-28 04:00:00,29.1,64,1010.0,9.5,182,0.0
