timestamp,pm25,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,hour,day_of_week,month,pm25_lag_1,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_rolling_mean_6,pm25_rolling_mean_12,pm25_rolling_mean_24
2026-02-26 00:00:00,24.6,14.3,78,939.1,6.6,287,0.0,0,3,2,12.0,33.3,50.8,59.4,12.0,12.0,31.75,34.64166666666667,30.3875
2026-02-26 01:00:00,12.0,14.1,77,939.4,7.6,277,0.0,1,3,2,24.6,16.3,52.1,13.1,13.1,12.0,27.38333333333333,31.741666666666664,30.912499999999998
2026-02-26 02:00:00,16.3,17.2,65,940.8,10.3,275,0.0,2,3,2,12.0,12.0,26.0,47.6,12.0,16.2,20.7,31.650000000000002,30.866666666666664
2026-02-26 03:00:00,23.4,21.1,48,942.2,7.9,274,0.0,3,3,2,16.3,24.6,33.3,34.1,12.0,18.9,19.083333333333332,29.041666666666668,31.04583333333333
2026-02-26 04:00:00,15.3,23.2,30,942.8,9.0,296,0.0,4,3,2,23.4,12.0,16.3,36.4,15.2,12.0,17.433333333333334,28.149999999999995,31.52083333333333
2026-02-26 05:00:00,28.1,24.5,25,942.5,11.0,305,0.0,5,3,2,15.3,16.3,12.0,34.6,12.0,38.2,17.266666666666666,26.391666666666666,31.525000000000002
2026-02-26 06:00:00,12.0,25.1,23,941.6,13.4,313,0.0,6,3,2,28.1,23.4,24.6,50.8,15.4,36.4,19.95,25.849999999999998,32.19583333333333
2026-02-26 07:00:00,31.5,25.9,22,940.6,14.9,315,0.0,7,3,2,12.0,15.3,12.0,52.1,31.2,44.1,17.849999999999998,22.61666666666667,32.05416666666667
2026-02-26 08:00:00,37.7,26.1,21,939.3,16.8,318,0.0,8,3,2,31.5,28.1,16.3,26.0,39.4,47.3,21.099999999999998,20.900000000000002,32.06666666666667
2026-02-26 09:00:00,32.3,26.2,20,938.5,17.3,312,0.0,9,3,2,37.7,12.0,23.4,33.3,24.9,26.3,24.666666666666668,21.875,31.995833333333334
2026-02-26 10:00:00,58.2,25.8,19,938.1,17.8,312,0.0,10,3,2,32.3,31.5,15.3,16.3,80.5,66.0,26.149999999999995,21.791666666666668,32.30416666666667
2026-02-26 11:00:00,41.6,24.9,19,937.8,17.0,309,0.0,11,3,2,58.2,37.7,28.1,12.0,45.9,56.3,33.300000000000004,25.28333333333333,31.375
2026-02-26 12:00:00,69.2,22.6,25,937.6,10.7,311,0.0,12,3,2,41.6,32.3,12.0,24.6,59.4,55.8,35.55,27.75,31.195833333333336
