timestamp,temperature,humidity,pressure,wind_speed,wind_direction,rainfall
2026-02-24 00:00:00,18.1,82,1004.6,0.3,315,0.0
2026-02-24 01:00:00,17.8,84,1005.4,0.7,14,0.0
2026-02-24 02:00:00,19.0,79,1006.3,1.9,61,0.0
2026-02-24 03:00:00,21.5,68,1007.1,0.4,360,0.0
2026-02-24 04:00:00,24.3,53,1007.6,1.4,360,0.0
2026-02-24 05:00:00,26.3,43,1007.6,2.4,27,0.0
2026-02-24 06:00:00,26.5,40,1007.4,1.5,30,0.0
2026-02-24 07:00:00,27.9,36,1006.3,2.0,315,0.0
2026-02-24 08:00:00,28.3,34,1005.0,4.3,303,0.0
2026-02-24 09:00:00,28.1,34,1004.0,5.7,311,0.0
2026-02-24 10:00:00,27.8,34,1003.6,7.3,312,0.0
2026-02-24 11:00:00,27.1,35,1003.6,8.4,315,0.0
2026-02-24 12:00:00,25.7,39,1003.7,9.3,297,0.0
2026-02-24 13:00:00,24.3,46,1004.5,10.6,302,0.0
2026-02-24 14:00:00,23.2,47,1005.4,10.2,304,0.0
2026-02-24 15:00:00,22.7,47,1005.9,8.0,297,0.0
2026-02-24 16:00:00,22.2,48,1006.2,5.6,276,0.0
2026-02-24 17:00:00,21.9,48,1006.3,5.4,266,0.0
2026-02-24 18:00:00,21.7,51,1006.2,4.4,289,0.0
2026-02-24 19:00:00,20.7,56,1005.7,3.9,313,0.0
2026-02-24 20:00:00,19.6,62,1005.3,4.5,299,0.0
2026-02-24 21:00:00,19.4,63,1004.9,5.6,270,0.0
2026-02-24 22:00:00,18.7,66,1004.9,6.5,276,0.0
2026-02-24 23:00:00,17.1,74,1005.0,3.8,262,0.0
2026-02-25 00:00:00,17.0,78,1005.7,5.6,213,0.0
2026-02-25 01:00:00,17.1,77,1006.5,7.1,229,0.0
2026-02-25 02:00:00,18.2,71,1007.3,7.1,251,0.0
2026-02-25 03:00:00,20.9,60,1007.9,4.3,272,0.0
2026-02-25 04:00:00,23.9,49,1008.3,5.8,286,0.0
2026-02-25 05:00:00,26.2,42,1008.0,8.4,289,0.0
2026-02-25 06:00:00,27.1,37,1007.7,8.8,289,0.0
2026-02-25 07:00:00,28.2,32,1006.3,9.8,290,0.0
2026-02-25 08:00:00,28.5,30,1005.0,10.5,289,0.0
2026-02-25 09:00:00,28.5,31,1004.0,11.2,288,0.0
2026-02-25 10:00:00,28.0,32,1003.5,12.0,287,0.0
2026-02-25 11:00:00,27.3,35,1003.4,12.6,279,0.0
